work_order_id,trade,day,var_name,solver_value,solver_status
1431833,NC-LUBRICATOR,tuesday,x_1431833_NC-LUBRICATOR_tuesday,0,OPTIMAL
1431833,NC-LUBRICATOR,wednesday,x_1431833_NC-LUBRICATOR_wednesday,0,OPTIMAL
1432538,NC-EQUIPMENT,friday,x_1432538_NC-EQUIPMENT_friday,0,OPTIMAL
1432538,NC-EQUIPMENT,monday,x_1432538_NC-EQUIPMENT_monday,0,OPTIMAL
1432538,NC-EQUIPMENT,thursday,x_1432538_NC-EQUIPMENT_thursday,0,OPTIMAL
1432538,NC-EQUIPMENT,tuesday,x_1432538_NC-EQUIPMENT_tuesday,0,OPTIMAL
1432538,NC-EQUIPMENT,wednesday,x_1432538_NC-EQUIPMENT_wednesday,0,OPTIMAL
1433738,NC-E/I,friday,x_1433738_NC-E/I_friday,0,OPTIMAL
1433738,NC-E/I,monday,x_1433738_NC-E/I_monday,0,OPTIMAL
1433738,NC-E/I,saturday,x_1433738_NC-E/I_saturday,0,OPTIMAL
1433738,NC-E/I,sunday,x_1433738_NC-E/I_sunday,1,OPTIMAL
1433738,NC-E/I,thursday,x_1433738_NC-E/I_thursday,0,OPTIMAL
1433738,NC-E/I,tuesday,x_1433738_NC-E/I_tuesday,0,OPTIMAL
1433738,NC-E/I,wednesday,x_1433738_NC-E/I_wednesday,0,OPTIMAL
1433859,NC-LUBRICATOR,friday,x_1433859_NC-LUBRICATOR_friday,0,OPTIMAL
1433859,NC-LUBRICATOR,monday,x_1433859_NC-LUBRICATOR_monday,0,OPTIMAL
1433859,NC-LUBRICATOR,thursday,x_1433859_NC-LUBRICATOR_thursday,0,OPTIMAL
1433859,NC-LUBRICATOR,tuesday,x_1433859_NC-LUBRICATOR_tuesday,0,OPTIMAL
1433859,NC-LUBRICATOR,wednesday,x_1433859_NC-LUBRICATOR_wednesday,0,OPTIMAL
1434969,NC-E/I,friday,x_1434969_NC-E/I_friday,0,OPTIMAL
1434969,NC-E/I,monday,x_1434969_NC-E/I_monday,0,OPTIMAL
1434969,NC-E/I,saturday,x_1434969_NC-E/I_saturday,0,OPTIMAL
1434969,NC-E/I,sunday,x_1434969_NC-E/I_sunday,0,OPTIMAL
1434969,NC-E/I,thursday,x_1434969_NC-E/I_thursday,0,OPTIMAL
1434969,NC-E/I,tuesday,x_1434969_NC-E/I_tuesday,1,OPTIMAL
1434969,NC-E/I,wednesday,x_1434969_NC-E/I_wednesday,0,OPTIMAL
1435167,NC-E/I,friday,x_1435167_NC-E/I_friday,0,OPTIMAL
1435167,NC-E/I,monday,x_1435167_NC-E/I_monday,0,OPTIMAL
1435167,NC-E/I,saturday,x_1435167_NC-E/I_saturday,0,OPTIMAL
1435167,NC-E/I,sunday,x_1435167_NC-E/I_sunday,0,OPTIMAL
1435167,NC-E/I,thursday,x_1435167_NC-E/I_thursday,0,OPTIMAL
1435167,NC-E/I,tuesday,x_1435167_NC-E/I_tuesday,0,OPTIMAL
1435167,NC-E/I,wednesday,x_1435167_NC-E/I_wednesday,0,OPTIMAL
1435191,NC-LUBRICATOR,friday,x_1435191_NC-LUBRICATOR_friday,0,OPTIMAL
1435191,NC-LUBRICATOR,monday,x_1435191_NC-LUBRICATOR_monday,0,OPTIMAL
1435191,NC-LUBRICATOR,thursday,x_1435191_NC-LUBRICATOR_thursday,0,OPTIMAL
1435191,NC-LUBRICATOR,tuesday,x_1435191_NC-LUBRICATOR_tuesday,0,OPTIMAL
1435191,NC-LUBRICATOR,wednesday,x_1435191_NC-LUBRICATOR_wednesday,0,OPTIMAL
1435859,NC-E/I,friday,x_1435859_NC-E/I_friday,0,OPTIMAL
1435859,NC-E/I,monday,x_1435859_NC-E/I_monday,0,OPTIMAL
1435859,NC-E/I,saturday,x_1435859_NC-E/I_saturday,1,OPTIMAL
1435859,NC-E/I,sunday,x_1435859_NC-E/I_sunday,0,OPTIMAL
1435859,NC-E/I,thursday,x_1435859_NC-E/I_thursday,0,OPTIMAL
1435859,NC-E/I,tuesday,x_1435859_NC-E/I_tuesday,0,OPTIMAL
1435859,NC-E/I,wednesday,x_1435859_NC-E/I_wednesday,0,OPTIMAL
1436320,NC-E/I,friday,x_1436320_NC-E/I_friday,0,OPTIMAL
1436320,NC-E/I,monday,x_1436320_NC-E/I_monday,0,OPTIMAL
1436320,NC-E/I,saturday,x_1436320_NC-E/I_saturday,0,OPTIMAL
1436320,NC-E/I,sunday,x_1436320_NC-E/I_sunday,1,OPTIMAL
1436320,NC-E/I,thursday,x_1436320_NC-E/I_thursday,0,OPTIMAL
1436320,NC-E/I,tuesday,x_1436320_NC-E/I_tuesday,0,OPTIMAL
1436320,NC-E/I,wednesday,x_1436320_NC-E/I_wednesday,0,OPTIMAL
1436326,NC-MECHANIC EXE,friday,x_1436326_NC-MECHANIC EXE_friday,0,OPTIMAL
1436326,NC-MECHANIC EXE,monday,x_1436326_NC-MECHANIC EXE_monday,0,OPTIMAL
1436326,NC-MECHANIC EXE,thursday,x_1436326_NC-MECHANIC EXE_thursday,1,OPTIMAL
1436326,NC-MECHANIC EXE,tuesday,x_1436326_NC-MECHANIC EXE_tuesday,0,OPTIMAL
1436326,NC-MECHANIC EXE,wednesday,x_1436326_NC-MECHANIC EXE_wednesday,0,OPTIMAL
1436384,NC-LUBRICATOR,friday,x_1436384_NC-LUBRICATOR_friday,0,OPTIMAL
1436384,NC-LUBRICATOR,monday,x_1436384_NC-LUBRICATOR_monday,0,OPTIMAL
1436384,NC-LUBRICATOR,thursday,x_1436384_NC-LUBRICATOR_thursday,0,OPTIMAL
1436384,NC-LUBRICATOR,tuesday,x_1436384_NC-LUBRICATOR_tuesday,0,OPTIMAL
1436384,NC-LUBRICATOR,wednesday,x_1436384_NC-LUBRICATOR_wednesday,0,OPTIMAL
1437521,NC-E/I,friday,x_1437521_NC-E/I_friday,0,OPTIMAL
1437521,NC-E/I,monday,x_1437521_NC-E/I_monday,0,OPTIMAL
1437521,NC-E/I,saturday,x_1437521_NC-E/I_saturday,0,OPTIMAL
1437521,NC-E/I,sunday,x_1437521_NC-E/I_sunday,0,OPTIMAL
1437521,NC-E/I,thursday,x_1437521_NC-E/I_thursday,0,OPTIMAL
1437521,NC-E/I,tuesday,x_1437521_NC-E/I_tuesday,0,OPTIMAL
1437521,NC-E/I,wednesday,x_1437521_NC-E/I_wednesday,1,OPTIMAL
1437615,NC-E/I,friday,x_1437615_NC-E/I_friday,0,OPTIMAL
1437615,NC-E/I,monday,x_1437615_NC-E/I_monday,1,OPTIMAL
1437615,NC-E/I,saturday,x_1437615_NC-E/I_saturday,0,OPTIMAL
1437615,NC-E/I,sunday,x_1437615_NC-E/I_sunday,0,OPTIMAL
1437615,NC-E/I,thursday,x_1437615_NC-E/I_thursday,0,OPTIMAL
1437615,NC-E/I,tuesday,x_1437615_NC-E/I_tuesday,0,OPTIMAL
1437615,NC-E/I,wednesday,x_1437615_NC-E/I_wednesday,0,OPTIMAL
1437921,NC-E/I,friday,x_1437921_NC-E/I_friday,0,OPTIMAL
1437921,NC-E/I,monday,x_1437921_NC-E/I_monday,0,OPTIMAL
1437921,NC-E/I,saturday,x_1437921_NC-E/I_saturday,0,OPTIMAL
1437921,NC-E/I,sunday,x_1437921_NC-E/I_sunday,0,OPTIMAL
1437921,NC-E/I,thursday,x_1437921_NC-E/I_thursday,0,OPTIMAL
1437921,NC-E/I,tuesday,x_1437921_NC-E/I_tuesday,0,OPTIMAL
1437921,NC-E/I,wednesday,x_1437921_NC-E/I_wednesday,1,OPTIMAL
1437923,NC-E/I,friday,x_1437923_NC-E/I_friday,0,OPTIMAL
1437923,NC-E/I,monday,x_1437923_NC-E/I_monday,0,OPTIMAL
1437923,NC-E/I,saturday,x_1437923_NC-E/I_saturday,0,OPTIMAL
1437923,NC-E/I,sunday,x_1437923_NC-E/I_sunday,0,OPTIMAL
1437923,NC-E/I,thursday,x_1437923_NC-E/I_thursday,1,OPTIMAL
1437923,NC-E/I,tuesday,x_1437923_NC-E/I_tuesday,0,OPTIMAL
1437923,NC-E/I,wednesday,x_1437923_NC-E/I_wednesday,0,OPTIMAL
1437924,NC-E/I,friday,x_1437924_NC-E/I_friday,0,OPTIMAL
1437924,NC-E/I,monday,x_1437924_NC-E/I_monday,0,OPTIMAL
1437924,NC-E/I,saturday,x_1437924_NC-E/I_saturday,0,OPTIMAL
1437924,NC-E/I,sunday,x_1437924_NC-E/I_sunday,0,OPTIMAL
1437924,NC-E/I,thursday,x_1437924_NC-E/I_thursday,1,OPTIMAL
1437924,NC-E/I,tuesday,x_1437924_NC-E/I_tuesday,0,OPTIMAL
1437924,NC-E/I,wednesday,x_1437924_NC-E/I_wednesday,0,OPTIMAL
1437926,NC-E/I,friday,x_1437926_NC-E/I_friday,0,OPTIMAL
1437926,NC-E/I,monday,x_1437926_NC-E/I_monday,0,OPTIMAL
1437926,NC-E/I,saturday,x_1437926_NC-E/I_saturday,0,OPTIMAL
1437926,NC-E/I,sunday,x_1437926_NC-E/I_sunday,0,OPTIMAL
1437926,NC-E/I,thursday,x_1437926_NC-E/I_thursday,1,OPTIMAL
1437926,NC-E/I,tuesday,x_1437926_NC-E/I_tuesday,0,OPTIMAL
